"Loan_ID","Customer_ID","Collateral_ID","Right_ID","Loan_Type","Interest_Rate","Loan_Term","Disbursement_Date","Maturity_Date","Disbursement_Amount","Outstanding_Balance","Industry_Code","Loan_Status","Payment_Schedule","Penalty_Rate","Penalty_Spread","Opening_Branch","Created_At","Update_At"
"LDPD00000000222","CUS0000000231","COL000000000152","COLR0000000000000222","Secured",3.09,"017D","2024-07-07","2024-10-15",866213410,0,"IND11","Repaid","Semi-Annual",\N,\N,"VN00000017","2024-07-07 20:26:54","2024-07-07 20:26:54"
"LDPD00000000223","CUS0000000773","COL000000000150","COLR0000000000000223","Unsecured",5.65,"020M","2024-04-20","2025-03-29",442019016,0,"IND06","Repaid","Semi-Annual",\N,\N,"VN00000020","2024-04-20 02:57:45","2024-04-20 02:57:45"
"LDOD00000000224","CUS0000000207","COL000000000188","COLR0000000000000224","Unsecured",7.08,"019W","2024-02-29","2024-12-15",671595541,506321843,"IND19","Overdue","Quarterly",4.8,0.11,"VN00000011","2024-02-29 03:16:57","2024-02-29 03:16:57"
"LDPD00000000225","CUS0000000566","COL000000000288","COLR0000000000000225","Unsecured",6.3,"014M","2024-04-08","2025-03-26",128612164,0,"IND20","Repaid","Semi-Annual",\N,\N,"VN00000009","2024-04-08 11:32:07","2024-04-08 11:32:07"
"LDPD00000000226","CUS0000000736","COL000000000291","COLR0000000000000226","Overdraft",5.99,"019M","2023-11-01","2023-12-27",726553348,0,"IND16","Repaid","Monthly",\N,\N,"VN00000017","2023-11-01 05:30:27","2023-11-01 05:30:27"
"LDPD00000000227","CUS0000000377","COL000000000240","COLR0000000000000227","Overdraft",5.68,"020W","2023-10-14","2024-03-16",133898577,0,"IND19","Repaid","Bullet Payment",\N,\N,"VN00000004","2023-10-14 08:05:12","2023-10-14 08:05:12"
"LD0000000000228","CUS0000000664","COL000000000259","COLR0000000000000228","Unsecured",6.73,"015W","2024-01-08","2024-09-05",841419015,841419015,"IND07","Active","Semi-Annual",\N,\N,"VN00000017","2024-01-08 04:39:04","2024-01-08 04:39:04"
"LDOD00000000229","CUS0000000233","COL000000000266","COLR0000000000000229","Secured",4.45,"016M","2024-06-07","2024-09-15",656931857,560640516,"IND11","Overdue","Bullet Payment",4.84,0.44,"VN00000006","2024-06-07 02:38:14","2024-06-07 02:38:14"
"LDPD00000000230","CUS0000000961","COL000000000173","COLR0000000000000230","Secured",3.71,"011M","2023-10-17","2024-10-10",962915335,0,"IND09","Repaid","Annual",\N,\N,"VN00000016","2023-10-17 17:16:04","2023-10-17 17:16:04"
"LD0000000000231","CUS0000000720","COL000000000117","COLR0000000000000231","Unsecured",6.26,"009M","2024-03-12","2024-09-10",928042067,928042067,"IND10","Active","Bullet Payment",\N,\N,"VN00000007","2024-03-12 10:53:54","2024-03-12 10:53:54"
"LDPD00000000232","CUS0000000770","COL000000000023","COLR0000000000000232","Overdraft",6.97,"016W","2024-06-13","2025-04-25",954059995,0,"IND09","Repaid","Quarterly",\N,\N,"VN00000004","2024-06-13 08:50:47","2024-06-13 08:50:47"
"LDPD00000000233","CUS0000000130","COL000000000296","COLR0000000000000233","Overdraft",8.59,"018W","2024-08-08","2025-03-28",978726109,0,"IND12","Repaid","Monthly",\N,\N,"VN00000010","2024-08-08 05:13:49","2024-08-08 05:13:49"
"LD0000000000234","CUS0000000053","COL000000000297","COLR0000000000000234","Unsecured",6.45,"023D","2024-03-08","2024-11-19",804344630,804344630,"IND09","Active","Bullet Payment",\N,\N,"VN00000016","2024-03-08 22:46:34","2024-03-08 22:46:34"
"LD0000000000235","CUS0000000593","COL000000000144","COLR0000000000000235","Unsecured",8.74,"018W","2024-08-06","2025-01-22",247395716,247395716,"IND04","Active","Annual",\N,\N,"VN00000019","2024-08-06 16:30:05","2024-08-06 16:30:05"
"LD0000000000236","CUS0000000271","COL000000000109","COLR0000000000000236","Unsecured",8.63,"002M","2023-08-16","2024-01-08",784987769,784987769,"IND08","Active","Weekly",\N,\N,"VN00000004","2023-08-16 04:51:07","2023-08-16 04:51:07"
"LDPD00000000237","CUS0000000976","COL000000000046","COLR0000000000000237","Secured",3.2,"023W","2024-04-04","2024-07-13",105563528,0,"IND18","Repaid","Monthly",\N,\N,"VN00000014","2024-04-04 14:05:23","2024-04-04 14:05:23"
"LDPD00000000238","CUS0000000063","COL000000000141","COLR0000000000000238","Secured",3.4,"016M","2023-12-19","2024-06-13",444851196,0,"IND10","Repaid","Bullet Payment",\N,\N,"VN00000002","2023-12-19 20:52:30","2023-12-19 20:52:30"
"LDOD00000000239","CUS0000000503","COL000000000162","COLR0000000000000239","Unsecured",6.01,"021M","2024-02-21","2024-04-10",287974375,223724427,"IND06","Overdue","Weekly",9.97,0.46,"VN00000016","2024-02-21 17:39:25","2024-02-21 17:39:25"
"LD0000000000240","CUS0000000557","COL000000000220","COLR0000000000000240","Overdraft",5.14,"010D","2023-08-23","2024-07-08",747233283,747233283,"IND04","Active","Quarterly",\N,\N,"VN00000010","2023-08-23 13:03:29","2023-08-23 13:03:29"
"LDPD00000000241","CUS0000000973","COL000000000245","COLR0000000000000241","Overdraft",7.03,"018M","2023-09-28","2024-01-04",641394238,0,"IND15","Repaid","Quarterly",\N,\N,"VN00000007","2023-09-28 10:12:15","2023-09-28 10:12:15"
"LD0000000000242","CUS0000000682","COL000000000043","COLR0000000000000242","Secured",3.92,"006M","2024-08-10","2025-01-18",871588919,871588919,"IND06","Active","Weekly",\N,\N,"VN00000011","2024-08-10 19:20:54","2024-08-10 19:20:54"
"LD0000000000243","CUS0000000092","COL000000000076","COLR0000000000000243","Secured",3.35,"022D","2024-01-03","2024-12-25",535391971,535391971,"IND14","Active","Annual",\N,\N,"VN00000011","2024-01-03 22:44:51","2024-01-03 22:44:51"
"LD0000000000244","CUS0000000682","COL000000000219","COLR0000000000000244","Secured",3.37,"022D","2024-07-22","2024-10-31",612662437,612662437,"IND11","Active","Monthly",\N,\N,"VN00000001","2024-07-22 05:48:11","2024-07-22 05:48:11"
"LD0000000000245","CUS0000000864","COL000000000196","COLR0000000000000245","Secured",4.51,"008W","2024-07-03","2025-01-17",424211872,424211872,"IND19","Active","Bullet Payment",\N,\N,"VN00000019","2024-07-03 23:12:22","2024-07-03 23:12:22"
"LD0000000000246","CUS0000000388","COL000000000066","COLR0000000000000246","Unsecured",7.8,"021W","2024-06-24","2024-08-24",817029885,817029885,"IND04","Active","Semi-Annual",\N,\N,"VN00000010","2024-06-24 07:12:28","2024-06-24 07:12:28"
"LD0000000000247","CUS0000000736","COL000000000291","COLR0000000000000247","Secured",4.85,"022M","2023-12-13","2024-06-19",841193655,841193655,"IND04","Active","Bullet Payment",\N,\N,"VN00000010","2023-12-13 09:45:39","2023-12-13 09:45:39"
"LD0000000000248","CUS0000000701","COL000000000007","COLR0000000000000248","Secured",4.91,"008D","2023-11-16","2024-08-16",264481748,264481748,"IND15","Active","Bullet Payment",\N,\N,"VN00000020","2023-11-16 23:22:44","2023-11-16 23:22:44"
"LD0000000000249","CUS0000000773","COL000000000150","COLR0000000000000249","Secured",4.83,"023M","2023-09-07","2024-07-08",961135562,961135562,"IND07","Active","Monthly",\N,\N,"VN00000020","2023-09-07 11:25:24","2023-09-07 11:25:24"
"LD0000000000250","CUS0000000769","COL000000000179","COLR0000000000000250","Secured",4.41,"015M","2023-11-17","2024-01-25",705771555,705771555,"IND04","Active","Weekly",\N,\N,"VN00000018","2023-11-17 12:36:27","2023-11-17 12:36:27"
"LDPD00000000251","CUS0000000088","COL000000000015","COLR0000000000000251","Unsecured",5.68,"019M","2024-07-21","2025-02-03",658712474,0,"IND15","Repaid","Weekly",\N,\N,"VN00000007","2024-07-21 23:09:51","2024-07-21 23:09:51"
"LDOD00000000252","CUS0000000106","COL000000000094","COLR0000000000000252","Secured",4.8,"016D","2024-03-23","2024-12-06",968326513,890741743,"IND05","Overdue","Annual",4.21,0.61,"VN00000018","2024-03-23 07:40:17","2024-03-23 07:40:17"
"LDPD00000000253","CUS0000000769","COL000000000179","COLR0000000000000253","Overdraft",5.18,"010M","2023-09-15","2024-02-22",976659977,0,"IND01","Repaid","Bullet Payment",\N,\N,"VN00000007","2023-09-15 13:35:26","2023-09-15 13:35:26"
"LDPD00000000254","CUS0000000234","COL000000000257","COLR0000000000000254","Unsecured",6.44,"002W","2023-09-18","2023-11-19",681069884,0,"IND02","Repaid","Weekly",\N,\N,"VN00000016","2023-09-18 05:52:10","2023-09-18 05:52:10"
"LD0000000000255","CUS0000000563","COL000000000052","COLR0000000000000255","Unsecured",8.1,"014D","2024-05-26","2025-05-19",883068639,883068639,"IND14","Active","Quarterly",\N,\N,"VN00000013","2024-05-26 05:23:41","2024-05-26 05:23:41"
"LDPD00000000256","CUS0000000727","COL000000000112","COLR0000000000000256","Secured",4.37,"013D","2024-02-20","2024-12-22",242796714,0,"IND12","Repaid","Weekly",\N,\N,"VN00000006","2024-02-20 17:16:51","2024-02-20 17:16:51"
"LDPD00000000257","CUS0000000188","COL000000000126","COLR0000000000000257","Secured",4.46,"017D","2024-06-27","2024-11-18",996382881,0,"IND01","Repaid","Weekly",\N,\N,"VN00000010","2024-06-27 21:24:34","2024-06-27 21:24:34"
"LDPD00000000258","CUS0000000976","COL000000000046","COLR0000000000000258","Overdraft",6.75,"024M","2023-09-11","2024-04-22",984076542,0,"IND08","Repaid","Monthly",\N,\N,"VN00000015","2023-09-11 20:37:44","2023-09-11 20:37:44"
"LD0000000000259","CUS0000000662","COL000000000021","COLR0000000000000259","Unsecured",8.76,"009D","2024-06-06","2024-09-01",134593072,134593072,"IND14","Active","Annual",\N,\N,"VN00000001","2024-06-06 08:50:51","2024-06-06 08:50:51"
"LD0000000000260","CUS0000000900","COL000000000201","COLR0000000000000260","Unsecured",7.42,"003D","2024-03-09","2024-11-22",741866641,741866641,"IND02","Active","Monthly",\N,\N,"VN00000002","2024-03-09 20:42:10","2024-03-09 20:42:10"
"LDPD00000000261","CUS0000000958","COL000000000049","COLR0000000000000261","Secured",3.43,"008M","2024-06-08","2024-08-05",250469429,0,"IND17","Repaid","Quarterly",\N,\N,"VN00000008","2024-06-08 09:36:57","2024-06-08 09:36:57"
"LDOD00000000262","CUS0000000805","COL000000000166","COLR0000000000000262","Secured",4.2,"011M","2023-10-03","2024-04-14",354373770,287760212,"IND05","Overdue","Bullet Payment",5.26,0.47,"VN00000009","2023-10-03 19:41:40","2023-10-03 19:41:40"
"LD0000000000263","CUS0000000028","COL000000000225","COLR0000000000000263","Secured",4.82,"019M","2023-10-04","2024-09-18",828802398,828802398,"IND14","Active","Annual",\N,\N,"VN00000016","2023-10-04 20:13:00","2023-10-04 20:13:00"
"LD0000000000264","CUS0000000525","COL000000000211","COLR0000000000000264","Secured",3.76,"021M","2024-04-28","2025-02-20",442238518,442238518,"IND14","Active","Semi-Annual",\N,\N,"VN00000005","2024-04-28 04:50:42","2024-04-28 04:50:42"
"LD0000000000265","CUS0000000192","COL000000000029","COLR0000000000000265","Secured",3.95,"006M","2024-02-16","2024-07-10",422913264,422913264,"IND05","Active","Semi-Annual",\N,\N,"VN00000002","2024-02-16 13:28:28","2024-02-16 13:28:28"
"LDPD00000000266","CUS0000000367","COL000000000077","COLR0000000000000266","Secured",4.06,"014M","2024-03-16","2024-10-30",360767346,0,"IND09","Repaid","Monthly",\N,\N,"VN00000011","2024-03-16 12:03:45","2024-03-16 12:03:45"
"LDPD00000000267","CUS0000000700","COL000000000045","COLR0000000000000267","Unsecured",5.46,"015W","2023-10-19","2024-02-23",155337035,0,"IND09","Repaid","Semi-Annual",\N,\N,"VN00000020","2023-10-19 02:36:59","2023-10-19 02:36:59"
"LDPD00000000268","CUS0000000161","COL000000000032","COLR0000000000000268","Unsecured",8.24,"003D","2023-11-26","2024-10-21",877716824,0,"IND18","Repaid","Monthly",\N,\N,"VN00000016","2023-11-26 22:01:42","2023-11-26 22:01:42"
"LD0000000000269","CUS0000000459","COL000000000014","COLR0000000000000269","Secured",3.42,"010D","2024-03-07","2024-07-12",896152940,896152940,"IND04","Active","Bullet Payment",\N,\N,"VN00000016","2024-03-07 21:47:52","2024-03-07 21:47:52"
"LD0000000000270","CUS0000000730","COL000000000299","COLR0000000000000270","Overdraft",5.9,"020M","2024-07-19","2024-12-18",692790631,692790631,"IND11","Active","Quarterly",\N,\N,"VN00000013","2024-07-19 19:11:13","2024-07-19 19:11:13"
"LDPD00000000271","CUS0000000081","COL000000000282","COLR0000000000000271","Secured",3.62,"021W","2024-04-07","2024-11-07",650632566,0,"IND16","Repaid","Semi-Annual",\N,\N,"VN00000004","2024-04-07 13:23:12","2024-04-07 13:23:12"
"LDOD00000000272","CUS0000000499","COL000000000143","COLR0000000000000272","Secured",3.74,"011D","2024-01-27","2024-09-24",149086585,104395605,"IND08","Overdue","Bullet Payment",1.54,0.33,"VN00000019","2024-01-27 07:27:11","2024-01-27 07:27:11"
"LDPD00000000273","CUS0000000675","COL000000000146","COLR0000000000000273","Overdraft",5.69,"014W","2023-11-06","2024-05-22",346980616,0,"IND13","Repaid","Annual",\N,\N,"VN00000008","2023-11-06 05:37:26","2023-11-06 05:37:26"
"LDPD00000000274","CUS0000000092","COL000000000076","COLR0000000000000274","Secured",3.68,"021M","2024-08-10","2025-05-17",876914430,0,"IND16","Repaid","Semi-Annual",\N,\N,"VN00000006","2024-08-10 17:37:22","2024-08-10 17:37:22"
"LDOD00000000275","CUS0000000277","COL000000000031","COLR0000000000000275","Secured",4.44,"006D","2024-03-12","2024-12-17",297619784,165749252,"IND18","Overdue","Bullet Payment",9.58,0.57,"VN00000003","2024-03-12 10:07:31","2024-03-12 10:07:31"
"LDPD00000000276","CUS0000000459","COL000000000014","COLR0000000000000276","Unsecured",5.64,"001W","2024-06-04","2025-05-22",348499712,0,"IND03","Repaid","Bullet Payment",\N,\N,"VN00000005","2024-06-04 07:06:12","2024-06-04 07:06:12"
"LD0000000000277","CUS0000000662","COL000000000021","COLR0000000000000277","Unsecured",6.56,"017W","2024-05-25","2025-05-06",784755860,784755860,"IND20","Active","Semi-Annual",\N,\N,"VN00000016","2024-05-25 10:58:20","2024-05-25 10:58:20"
"LD0000000000278","CUS0000000832","COL000000000056","COLR0000000000000278","Unsecured",6.7,"018M","2024-05-09","2024-06-16",668457864,668457864,"IND09","Active","Annual",\N,\N,"VN00000010","2024-05-09 21:33:14","2024-05-09 21:33:14"
"LD0000000000279","CUS0000000188","COL000000000126","COLR0000000000000279","Secured",3.86,"023M","2023-11-02","2024-03-02",214908010,214908010,"IND04","Active","Annual",\N,\N,"VN00000005","2023-11-02 02:23:07","2023-11-02 02:23:07"
"LD0000000000280","CUS0000000462","COL000000000111","COLR0000000000000280","Unsecured",6.08,"020M","2024-05-18","2024-12-15",387037751,387037751,"IND13","Active","Weekly",\N,\N,"VN00000012","2024-05-18 20:41:15","2024-05-18 20:41:15"
"LDPD00000000281","CUS0000000832","COL000000000056","COLR0000000000000281","Secured",4.98,"019D","2023-12-15","2024-05-08",422095317,0,"IND03","Repaid","Bullet Payment",\N,\N,"VN00000002","2023-12-15 00:55:41","2023-12-15 00:55:41"
"LD0000000000282","CUS0000000386","COL000000000028","COLR0000000000000282","Secured",4.11,"013W","2024-01-17","2024-03-15",783703040,783703040,"IND01","Active","Bullet Payment",\N,\N,"VN00000006","2024-01-17 22:23:57","2024-01-17 22:23:57"
"LD0000000000283","CUS0000000099","COL000000000167","COLR0000000000000283","Secured",4.57,"014M","2024-05-02","2025-03-17",202393989,202393989,"IND17","Active","Weekly",\N,\N,"VN00000008","2024-05-02 20:05:52","2024-05-02 20:05:52"
"LD0000000000284","CUS0000000776","COL000000000082","COLR0000000000000284","Overdraft",6.16,"019W","2024-04-24","2024-07-01",834899763,834899763,"IND09","Active","Annual",\N,\N,"VN00000019","2024-04-24 08:49:27","2024-04-24 08:49:27"
"LDPD00000000285","CUS0000000541","COL000000000209","COLR0000000000000285","Unsecured",5.16,"006W","2024-01-08","2024-05-23",730325223,0,"IND05","Repaid","Bullet Payment",\N,\N,"VN00000013","2024-01-08 00:03:10","2024-01-08 00:03:10"
"LD0000000000286","CUS0000000296","COL000000000115","COLR0000000000000286","Unsecured",6.04,"006M","2024-02-02","2024-09-18",826960759,826960759,"IND18","Active","Quarterly",\N,\N,"VN00000013","2024-02-02 02:54:37","2024-02-02 02:54:37"
"LDOD00000000287","CUS0000000796","COL000000000217","COLR0000000000000287","Overdraft",7.92,"005M","2024-07-30","2025-05-12",900427880,495851322,"IND02","Overdue","Weekly",4.43,0.85,"VN00000011","2024-07-30 08:31:57","2024-07-30 08:31:57"
"LDPD00000000288","CUS0000000898","COL000000000074","COLR0000000000000288","Overdraft",6.65,"020M","2024-03-03","2024-09-16",131810311,0,"IND09","Repaid","Semi-Annual",\N,\N,"VN00000016","2024-03-03 23:40:41","2024-03-03 23:40:41"
"LD0000000000289","CUS0000000770","COL000000000023","COLR0000000000000289","Secured",3.86,"018W","2024-02-07","2025-01-01",809391059,809391059,"IND13","Active","Weekly",\N,\N,"VN00000020","2024-02-07 07:40:39","2024-02-07 07:40:39"
"LD0000000000290","CUS0000000575","COL000000000195","COLR0000000000000290","Unsecured",5.42,"023D","2023-10-01","2024-01-17",508021882,508021882,"IND05","Active","Bullet Payment",\N,\N,"VN00000013","2023-10-01 23:21:45","2023-10-01 23:21:45"
"LD0000000000291","CUS0000000218","COL000000000181","COLR0000000000000291","Secured",3.01,"004D","2023-11-20","2024-05-25",577531502,577531502,"IND12","Active","Quarterly",\N,\N,"VN00000004","2023-11-20 06:10:10","2023-11-20 06:10:10"
"LD0000000000292","CUS0000000053","COL000000000297","COLR0000000000000292","Unsecured",6.85,"006W","2023-11-11","2024-09-20",650229169,650229169,"IND14","Active","Weekly",\N,\N,"VN00000001","2023-11-11 05:51:09","2023-11-11 05:51:09"
"LD0000000000293","CUS0000000338","COL000000000119","COLR0000000000000293","Secured",4.19,"018D","2023-09-09","2024-03-23",513646070,513646070,"IND01","Active","Quarterly",\N,\N,"VN00000014","2023-09-09 20:17:10","2023-09-09 20:17:10"
"LD0000000000294","CUS0000000289","COL000000000148","COLR0000000000000294","Overdraft",8.61,"003M","2023-12-25","2024-05-27",714137833,714137833,"IND17","Active","Monthly",\N,\N,"VN00000013","2023-12-25 06:42:27","2023-12-25 06:42:27"
"LD0000000000295","CUS0000000419","COL000000000147","COLR0000000000000295","Unsecured",6.15,"009W","2023-08-24","2023-12-06",167932588,167932588,"IND06","Active","Semi-Annual",\N,\N,"VN00000009","2023-08-24 03:34:30","2023-08-24 03:34:30"
"LDPD00000000296","CUS0000000359","COL000000000248","COLR0000000000000296","Unsecured",6.51,"016D","2024-03-31","2024-09-03",874059895,0,"IND16","Repaid","Annual",\N,\N,"VN00000020","2024-03-31 10:57:22","2024-03-31 10:57:22"
"LD0000000000297","CUS0000000511","COL000000000042","COLR0000000000000297","Secured",3.61,"004D","2024-03-18","2024-11-05",456715514,456715514,"IND20","Active","Semi-Annual",\N,\N,"VN00000011","2024-03-18 02:26:40","2024-03-18 02:26:40"
"LDPD00000000298","CUS0000000816","COL000000000108","COLR0000000000000298","Secured",4.95,"014M","2023-11-13","2024-02-20",422589929,0,"IND11","Repaid","Annual",\N,\N,"VN00000007","2023-11-13 08:20:47","2023-11-13 08:20:47"
"LDPD00000000299","CUS0000000792","COL000000000122","COLR0000000000000299","Secured",4.94,"006W","2024-03-31","2024-09-26",889065340,0,"IND16","Repaid","Annual",\N,\N,"VN00000008","2024-03-31 12:10:51","2024-03-31 12:10:51"
"LD0000000000300","CUS0000000048","COL000000000161","COLR0000000000000300","Secured",3.73,"009W","2023-11-09","2024-09-22",314533665,314533665,"IND19","Active","Annual",\N,\N,"VN00000006","2023-11-09 12:05:47","2023-11-09 12:05:47"
